Comment,Sentiment
So excited,2
This cast!!! :face_screaming_in_fear:,2
But Marquez put a ban on filming?,0
Is that Cassie Nova?!!,1
You make learning fun and accessible!,2
disliked hunter ever since i saw the now-deleted crazed misogynist ramblings they posted on insta. film looks interesting though,0
When Split has a family.,1
Nah Longlegs is taking the best horror film this year!,1
One of my favorite piece of literature turning into a movie. Hope They do justice :),2
"Love this concept. Home Shamala puts out another masterpiece. His last few movies have been just ok. Im also looking forward to his daughters first movie, The Watchers. Im actually more excited for that than this but still",2
strange movie.  ill skip this one :grinning_face_with_sweat:,0
7 YEARS UOOOOOOOOOOOOOO,2
"It really says something about our present times. The new uplifting story isnt about succeeding in the end, it is about accepting what little good we can get.",2
The Mufasa lore weve been waiting for. Tear in my 8 year old eye :smiling_face_with_tear:,2
That trailer is soooooo different from the first drop. Love this. Hardy.....lad.,2
Disney….i wont hold my breath.,0
What is that?? Transformers for Cartoon Network? Thats so bad.,0
Just watched that Black Mirror episode where Hartnett was in space. Love the range on this guy— cant wait to see this! :smiling_face_with_smiling_eyes:,2
"Hm. Im actully willing to give this movie a chance.I prefer the data clerkOrion, and mining robot/gladiator Megatron origins than the 80s version.",2
I didnt recognize Josh Hartnett at  all. Thats awesome :star-struck:,2
hunter is so really star,2
Leave this franchise alone…..,0
Seems cool. A bit scary though.,2
This is nothing plus did you guys see the character from Godzilla X Kong on the Right,1
Dooooown!,2
Is that Abbie Hoffman??? Havent seen her since Now and Then in the 1990s! This looks so twisted yet heartbreaking :broken_heart: but I want to watch this :face_with_open_mouth::crying_face::face_with_open_mouth:,0
Id much rather a classic animated Lion King 3.,0
i have waited my entire life to see this and it looks amazing,2
I take it that Oswald Cobblepot will be the DC equivalent to Tony Soprano! Okay got it!!Also I wouldve prefer the character having a British accent but yeah having a Brooklyn/Italian accent kinda makes more sense!,2
"Not a clue what is happening, this looks so epic.",2
He puts the G in Penguin :fire::penguin:,2
no one wants to see a teaser to a teaser right before the teaser,0
Was that Cassandra Nova?!,1
"The scenography looks good, but for Gods sake... why kids? Is it going to be a teen drama?",0
Can we please get 2D animated hand drawn Disney movies again? :face_with_rolling_eyes:,0
ohhh look another flop GJ!!,0
"This isy favourite book. I am in the middle of rereading it again, and i hope netflix dies it justice. When does It release , can anyone tell me ?",2
Why they are making an exact copy of the movie Speak No Evil 2022?,1
WATCH OUT FOR THEM GRASS CLIBBINS HÖSS!!1!:smiling_face_with_smiling_eyes:,2
THIS SERIES GOT ME CRYING:loudly_crying_face::loudly_crying_face::loudly_crying_face:,0
"this was surprising that Universal picked up the distribution rights for this instead of Disney, after watching the first trailer",1
Hollywood has been dropping alot post apocalyptic movies what are they trying to tell us,1
Could never finish the book so im glas thry made this,2
what if tony soprano was a batman villain,1
Schizophrenia? Psychosis? Poor kids... looking forward to seeing this.,2
Idk but I dont think those are her kids,1
Which song is this?,1
 Me trying to introduce myself to the quiet kid and his friends,1
"This is what we want, an independent stories that are not necessarily tied to some universe. Just like the comic books when we were kids, you could pick up whatever Spider man, X men, Wolverine/Hulk or what ever comic and it was just a story in time. You didnt have to already read all the other comics. You could just as easily make Iron Man movie that didnt have anything to do with the main universe like it has been since 2008 Iron Man 1. Give us the golden age again...",2
Im guessing josh hartnett is going to be the serial killer that chops everyone up,1
Nepotism anyone?,0
James McAvoy is a beast,2
Its obviously going to be part prequel and part sequel judging by the returning actors,1
Following the killer sounds a lot more interesting.,2
Marvel really have fallen of it is so crazy that people are deciding to watch the trailer on ryan reynolds instead of marvel :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0
Im.impressed looks good real good,2
"So, the kid from The Sixth Sense grew up and now avenges ghosts by killing their murderers?",1
This man is on a tear right now.,2
rich white people gonna eat this one up lmaoo,0
"What, no flippers???",1
"Please Marvel, dont F this up.",0
Did they just really messed up a trailer?!  We know it all now!,0
This looks like a stupid premise for a movie.  So the FBI are going to let the hot dog guy know of this top secret thing theyre doing ??!!!!!!:rolling_on_the_floor_laughing:This is already a flop.,0
@3cfilms did you react to this?,1
Man these guys really dont miss. Hype to see this one.,2
Yuk...if there is no abuse in the content then there will be no fun in the new series. also some spicy action.......boring,0
lol people complain about anything act like they can make a movie :face_with_tears_of_joy: Anywayz movie looks awesome :clapping_hands_dark_skin_tone:,2
colman domingo is on a mission right now,2
"So the big thing about M.Night are his twists, and you have that out in the trailer. Come on man without the twist his movie is just The last air Bender. Do you want another Last Airbender because thats how you get another Last Airbender",0
this looks very good omfg so excited for this,2
Someone share their hbo account I gotta watch this,2
Most Awaiteeeeeeed Movie on This Sanctuary :pleading_face::pleading_face::heart_suit::heart_suit::heart_suit: Mine All Time One And Only Favourite Movie,2
jules its that you?,1
Its like Solo came after solo died :face_with_tears_of_joy: Ending of these two characters  Gives me no hope at all,0
oh... its a funny cartoon...,0
Idk why they had to reveal that he was the killer in the trailer lol,0
Universes about to collide,1
Yeeeeeesssssssssss!!!!!! Trailer looks good and sounds good. I hope that this is worth the wait.,2
seems to lean more to horror than sci fi...,1
Who knew Conan Obrien was such a good actor?,2
Rednex - Cotton Eye Joe! Sweden represent! With one of its finest artists .,2
"forgettable character from the worst batman movie that the moviemakers dont even understand what batman is, and how is this Penguin? Penguin isnt mafia. This is just cheap Sopranos with bad color tone, and nobody ask for this",0
Im training now for an A24 movie....speaking it into existence,1
Disney cannot read the room to save their lives,0
"Finally, a film that doesnt look like utter sh!t.",2
All right! We are back in business!,2
Looks less syrupy than that dreadful CODA movie that won Best Picture a few years ago.,0
Is it weird that I started crying halfway through???!,2
"Damn I dont think Ive had a trailer make me teary eyed before, but here I am..",2
"I hope they have not forgot to put THE MESSAGE into every part of the movie, so we viewers dont forget what is important.",1
Inspired by the Chicago Outlaws MC,1
"I first saw Colman Domingo in Euphoria, and the man brought me to tears MANY times. Cant wait to see this.",2
Was hoping Kovu was gonna be in this one. Oh well.,1
First i thought this is an Indian movie :grinning_face_with_sweat:,1
the industry is really running outta ideas..  jesus christ.,0
cant wait. Mr. Syamalan always has the original story.,2
Oh this tongue cutting out crap. Yeah no,0
"Nice!! - the song at the beginning is OUR LOVE by the Starr Sisters, written by Al Hazan.",2
Excited for this creature feature ...,2
hes the shit,2
"I believe that look is how Norman Reedus looks today, and he hasnt been disguised at all.",1
Hugh jackman actually look like wolverine now thats hes older.. its almost like they let him play the part. Let him get old while playing Wolverine all these years and let him age like fine wine playing Wolverine. Its like it was meant to be,2
could be one of the very best all time horror . i hope,2
This movie looks awesome!,2
Wolverine :face_with_open_mouth::face_with_hand_over_mouth::drooling_face: hes hot :fire::hot_face:,2
I think in the pasta life he was that,1
Will this tie into Covenant or any other Alien film?,1
"sigh.... here we go again. I had high hopes for Prometheus, the concept was cool, the execution was a little clustzerfuck, so this continued also in Alien Covenant, which ahd quite a few decent scenes but felt not really Alien to me. Now Romulus also just seems to play of the well established tropes by neither offering something new nor having the same breakthrough uniqueness and tension of the original. this could very well be a sequel to prometheus. I know it is unfair to judge already, but that is just the vibe I am getting. I mean, compare the grit, the non-complete actors, the sweat, the grease on the faces in the first alien with the picture-perfect, make-up attended cast here. you see it in the shots. It looks great visually, but also totally predictable and boring. Too shiny, to high end. This is supposed to be a freaking mining vessel or something, why does it look like concept art for a video game. does not compute to me. The alien shorts that were done a few years ago were really cool. This looks like them somewhat, but does not feel like a great new piece in the alien universe.",0
Danny de Vittos premium limoncelloDanny de Vitto :the best penguin in Batman by Tim Burton,2
Ok sorry but this looks good,2
"This started out like that movie Without a Trace with Judd Hirsch, but ended up weird.",0
Is that how Tom Hardy talks all the time? His voice is really high. I havent ever watched anything hes starred in.,1
"As a male and struggles with feeling and being more open, truly open, being okay to being more. I will see this movie alone, I know it will change me.",2
Love me a good wind movie,2
I need at least ONE SCENE of The Penguin using an umbrella as a weapon. :thinking_face:,1
"This looks interesting, original, deep, touching and hopefully with the same amazing storyline and solid character building as the book.I predict most viewers under 35 will never give it a try.",2
Again??? With another version....,1
Monkeys in the forest,1
"So is it all in her head? I think so, but Ill watch the whole movie at home and avoid the film recap on YT",2
"This looks pretty good, but I dont think I could watch it as a Father with a young son of his own, would be a bit depressing.",0
Liefelds JUST FEET. :grinning_face_with_sweat:,1
I remember thinking this was going be a movie movie not an animated one,1
"Ok so the boy obviously had his tongue cut out by the deranged McAvoy, a psychopath who is likely keeping his wife prisoner and attempts to kill the other family once they discover his secret.",1
Finally a movie im curious to see..after all the crappy shows and Captain Marvels we have a good movie on the horizon,2
"Can production companies and directors, please stop considering Dan Stevens as a credible actor?",0
Like a Prayer takes this to a whole new level!,2
Magical realism at its best. :red_heart:,2
Great......,2
OG twister is the shiiiitttt,2
"reviewed this at the london film festival, such a solid piece, excited for everyone to see it",2
Yikes Disney is seriously out of touch anyways Sonic 3 for sure,0
im so excited!!!,2
 -   some species its either a cult or aliens,1
I think about this book every day,2
Cooox qesey filimdi cox beyendim:smiling_face_with_heart-eyes:,1
If the past has taught me anything its that even the worst movies can have good trailers so Ill wait to hear actual reviews before I spend another dime on these Alien films.,0
"Im still waiting for The Bicyclists, about a violent gang of 10-speeders.",1
Shows in the Batman universe without Batman always seem likes something is missing….oh yeah Batman,1
Best first sentence ever.,2
So this is like an ORIGIN Story!!!....NICE!!?!?!:blue_book::saluting_face::hundred_points::man_running_dark_skin_tone::airplane::video_game::black_heart::beaming_face_with_smiling_eyes:,2
Nothing can save Disney from this,0
Omg thats scary :fearful_face: :flushed_face: :grimacing_face: :tired_face: Im getting conjuring evil dead vibes hands climbing the walls tree :deciduous_tree: :fearful_face::fearful_face::anguished_face::anguished_face::pleading_face::pleading_face::pleading_face::flushed_face::flushed_face::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear::man_zombie::man_zombie::ghost::ghost::ghost::skull::skull::skull:,2
Did I just watched the whole movie? Is this a movie recap?,0
Why is he reading Sanskrit? Isnt he Spanish?,1
"How is this connected to glass, split and unbreakable?",1
"It just looks so weird... :weary_face:Not everything needs to be photorealistic. Actually a lot of things would probably be better if they werent trying to be photorealistic, like this movie.",0
Deep breath through your forehead line got me fr,1
Is McAvoy slowly turning into Gerard Butler,1
This trailer is the crowning jewel of an already exemplary marketing campaign. Bravo!,2
Interesting,2
Its giving demonic,2
Spoilers: Simba is born in the end:party_popper::party_popper::party_popper::party_popper::party_popper::party_popper::party_popper:,1
What is it with them using this guy as some bent mental actor must be who he really is :face_with_tears_of_joy:,1
I love James but why do Americans always remake other countries movies? Cant they just use subtitles or dub it in English? :skull::skull:,0
Does Disney even care at this point? Or are they just running a big joke?,0
Mufasa is my favorite character,2
Theyre really running out of ideas arent they?,0
My entire world changed after a friend let me borrow this book from her grandfathers collection back when I was in highschool. Ive always wondered if it would be possible to adapt it to a tv/ott series since a lot of whats in the book seemed like theyd lose their essence if not adapted with the utmost care. But the trailer has convinced me otherwise. Im sooo excited to watch this!!!!!!,2
I didnt understand everything?:expressionless_face:,1
"1 hour later, Im confirm that will be YouTuber video reaction & things you missed in Deadpool Wolverine trailer. :face_with_tears_of_joy::face_with_tears_of_joy:",1
"Its one of those psychopaths who are good to their families, but considers anyone else as prey. Some are genuinely care about their families, while others dont feel anything and doing it as a public image.",1
I thought it was Russell Crowe for a sec,1
Go back to making 2D animated movies.,0
this is toxic masculinity at its best lmao ,0
So sopranos but Batman….cool,2
Im super hyped. Loved the original and this really does look good. If the movie builds onto the first one it might be epic. I noticed Dorothys back,2
So were just releasing fan-fiction now?,0
Ok but what did they do to get put into prison? These arent innocent men being persecuted.,0
Wtf they gave away the twist!,0
they got the state greens right:thumbs_up:,2
RUN!!!  Seriously???  How corny!,0
What is this dogshit,0
Why would anyone watch a movie that is exactly the same as the original...,0
Hopefully they do justice to the book,2
After:pile_of_poo: rise of the beast This universe is boring now:crying_face:.।।। Am out.।,0
"If you know your horror, then youll know that this is the second horror trailer with Dan Stevens acting alongside an actor from Euphoria.",1
Would love to see James in more comedies,2
Not my usual cup of tea but looks great! Ill be watching,2
why the book is in hindi?,1
Dont you just love movie trailers that spoil everything,0
"Daryl has finally made his mark. If he was around when Sons of Anarchy was airing, he would have been in it as well :fire:",2
Its official disney just destroyed a childhood memory for money,0
Austin Butler and Tom Hardy... so much hotness in one room!  all those steamy bodies pushed up against one another!!,2
The range on James McAvoy is simply unlimited.,2
Is this movie based on the hell angels?,1
Great!,2
"hope for the best, but prepare for the worst because DISNEY is in charge",0
"Alien isolation but in movie form. I really hope this movie does well and ppl are interested in sci fi horror again. This can open the door for other adaptations, such as - dare I say it- a live action deadspace movie in the near future.",2
james gunn should bring matt reeves batmanverse in new DCEU cause if he make another batman its so confusing,2
Barry Jenkins directing this makes me interested but honestly everything else about it screams pointless,0
After seeing the trailer it looked like a tv series really amazing :clapping_hands:,2
Please stop. Just stop it.,0
FFS they showed a whole character arc in the trailer.,0
"Marvel please dont screw this one up,:folded_hands:",0
ooohhhh those were pure goosebumps...,2
"If its gonna be realistic it better have loads of swearing,nudity & blood,plus 18 cert,otherwise its just another teen romp.",0
Cool. Opening with a twist. I suppose there will be yet another twist within the twist - or it wouldnt be a Shyamalan movie!,2
They ruined transformers,0
Lol wtf this looks terrible and will bomb so bad ..,0
Plot twist: his daughter is the real butcher.,1
Deadpool going multiverse!? LFG,2
"Im gonna give A24 a chance to produce my movieIf they dont, I will use AI and Ill never need a studio or production company ever again",1
Whats with using Sanskrit?,1
An all black cast . Cant wait.Nooooooooooottttttt. !!! :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,2
why are the people complaining about it? I think its nice,2
Finally a trailer with no pre trailer.,2
Doctor Strange confirmed!,1
"Surprisingly good, lets see the actual movie when it comes out",2
they always got her getting chased on a bike,1
oof daaaaang! Colin Farrell is such a fantastic actor! This scene alone fills me with hope for this! Lets go!,2
"Anna, Do you wanna build a snowman?Elsa, Anna, what did we say about drugs?",1
Penguin sounds like Christopher if he gained 200 pounds and started smoking a lot...,1
lol worst employee ever,0
Really nice movie,2
Same plot as White House Down back in 2013,1
Everything I wanted. :fire::red_heart::fire:,2
CGI is horrible.,0
If this was a Losing Isaiah sequel with the worst outcome :loudly_crying_face:,1
this is going to be a real BANGER of a movie cant wait for it (Lets F Go),2
"This movie looks very interesting, yes please! Bring on the horror, thriller, and Hunter Schafer vibes! :sign_of_the_horns_light_skin_tone: ",2
"This trailer is way better than the first one, it makes me stoked for the movie.",2
Where was Scar and the rest? Finally make Mufasa story and dont animate it.,1
Ok my theory So it turns out that Benedicts character is nuts and probably killed his son and has some psychosis and cant remember itThe puppet drives him crazyAnd on TV he probably freaks out and admits he killed the kid,1
6 movies deep and they still dont wear face masks,1
It would be nice if they made it a cartoon maybe.,0
I think this actually wont be as good as anticipated.,0
Never an original idea anymore,0
Sons Of Anarchy: The Prequel,1
glad they casted my boi Daryl Dixon,2
I need to see this:face_with_open_mouth:,2
GET IT IN CINEMAS NOW,1
Hasnt been a movie Ive wanted to watch in a while. Well done.,2
Very Great movie the ending is wierd though But Id wish for more 3min movies like this.,2
Wait a second Which wolverine is this:eyes:,1
Real RDJ as iron man fans will like and reply YEAH here,1
first 4 Transformers have better CGI than this !,0
If you got tears in your eyes. Or goosebumps. Remember.. Youre divine..,2
"the book was cheesy woke nonsense, hope this is a better version",0
"I dont even see this show as a batman inspired show anymore, i see it more like a sopranos inspired show.",1
Disney actually came up with a new idea and people still complaining :face_with_tears_of_joy:,2
that tony saprono vibes,1
Honestly this :eyes: like :dog: :pile_of_poo:,0
Weyland-Yutani vessel! Explain your precence in the Romulan Neutral Zone!,1
Yooo this is :fire:,2
hbo should get the rights for the gotham series and pick it up where it left off cant waif for this its gonna be amazing,2
Will it be good?,1
Lol the demon woman is transphobia like jk Rowling,1
 I hope he means by sweating :face_with_tears_of_joy:,2
"The thumbnail for this video looks very much AI-generated, and this is exactly what we were talking about with Late Night With the Devil. AI is going to rampantly creep into the industry unchecked unless the audience puts a stop to it. We must not allow AI into the films, the marketing, or into any facet of the industry. Its going to destroy everything.",0
I feel like I just watched the whole movie,0
"Calling it, the mom lost her mind & is seeing things. Forces her sons to live in isolation with her & those ropes are a way to keep them.",1
Tony Soprano in Gotham… epic :fire:,2
Its gonna come out on December 20th alongside with Sonic the Hedgehog 3,1
"This is the movie Im looking forward to the most this year. Love the original, love natural disaster movies and I would watch anything Daisy Edgar Jones is in.",2
****what is this song?,1
Anyone else thought it was gonna be about the music hypnotizing them and/or locking them in there for a purge oh ok just me,1
sons of anarchy sequel?,1
Imagine if there was a Batman prequel were The Joker and Bruce Wayne were roomies in college  -_-,1
Yeah! Lets go to the EPIC. CRIME. SAGA!,2
 Liefields Just Feet!! Im DYING LMAO,2
Austin Butler looks so sexy in this. OMG :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::fire::fire::fire:,2
Prison is not the place to be lol,0
Dan Stevens must be really proud of his son :skull:,2
not all agree if working words killer had become toys in transfomers .... :face_with_tears_of_joy::rolling_on_the_floor_laughing:,1
This is gonna be fire-,2
Interesting.,2
If anything I want to see the audience who wants to go to this........lol. It will definitely be a lot of men who love bikes with a lot of women wanting to see the cast. Im predicting a lot of hookups,2
How ealsWho else came over from Rayans channel:face_with_tears_of_joy:,1
Movie or show?,1
Nice cant wait to watch this! I hope wolvy has his mask on at one point too,2
I hope the risk they have taken is justified......This book is a masterpiece.,2
The only way this could be interesting is if they showed the rivalry of Mufasa and Scar... ohh and also if it was animated,0
Surely we need a scar prequel,1
Can Elon musk just buy Disney please,1
Please dont kill mufasa this time..i have never recovered:crying_face:,0
It will never be as good as the original. Sorry.,0
What a nice birthday gift :party_popper::fire:,2
Straight to VHS release.,0
Truck... On outer space... :grinning_face_with_sweat:,1
This is a must see,2
Impossible to pull off,0
"THANK YOU MOVIE TRAILER FOR SPOILING THE ENTIRE MOVIE IN ONE TRAILER YET AGAIN, WTF",0
"Halle Berry is my favorite actress i am so happy seeing her again, cant wait",2
"I used to like M. Night Shyamalans movies but lately every time he brings out a new film, its  meh  for me. Nothing special anymore.",0
Well this explains why Batman 2 got pushed,1
Love this,2
They used the only good song S.O.S. from ABBA for this trailer.,1
Nobody asked for this film,0
"too much comedic relief, it needs to be more serious or i just wont take the movie seriously",0
The fate of the universe rests in our hands type of movie,1
Great to see Gaby Hoffman playing the mom; shes an excellent address.,2
Hunted Shafer.,1
"Farrell is a good choice for sure, however casting Robin Lord Taylor would have been EPIC!!!  He did such a masterful job as Penguin in Gotham!  I loved seeing his character development, would have made total sense to cast him for this.",2
Scar is fighting Timon and Pumbaa is anyone gonna talk about that?,1
"Well, I never cry at anything really and I am crying at this! :loudly_crying_face::red_heart:",2
Who asked for this?,0
"Love the original Alien aesthetic. Casting seems very woke. Hopefully, none of the characters make it.",2
Why make this movie for  you can beat the first one,0
"to each their own, and thisll be a hot take, but im personally excited for both Mufasa and Sonic the Hedgehog 3",2
I swear i was reading the book right now just finished the first half :grinning_face_with_sweat:,1
Anything else about havoc,1
When I seen it was a movie about motorcycles I was just waiting to See Norman Reedus,1
It was cool:red_heart:,2
"Looks great, but the trailer pretty much showed you the whole film.",2
Why would anyone live anywhere with tornados like that?:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
Many actors who already look like that could have played him instead of all the fake rubber make up. So lame.,0
Wheres astolfo?,1
The retcons gonna be crazy,1
When you think New York City is Tokyo.,1
Based off the Title and thumbnail is this some movie about the average Trans experience?,1
Power Rangers without the Rangers,1
"Such amazing actress , Halle Berry is and truly beautiful classy lady too :bouquet::bouquet::bouquet::bouquet:",2
Featuring Glen Powell in the Cary Elwes role. Or so it seems. Will he end up the same way?,1
Finally! a true Alien movie not that covenant crap.,2
Col. Aureliano Buendia. Handsome. Perfect casting.,2
What a twist!,1
This kind of genre needs a comeback,2
He should play Larry Davis! :folded_hands_medium-dark_skin_tone:,1
I just saw the Super Bowl ad for this and a minute later here I am,1
What a twist :smirking_face: :robot: :chicken:,2
Thank God. They actually wrote Sanskrit,2
4K and HDR? Thats how you release trailers in 2024!,2
good... comong soon,2
What is that Sanskrit text from in the beginning at  ? Does the original book has some reference to India or has any Indian character?,1
Its very interesting what the 16mm film format (Im certain it was shot on this even if I have no confirmation) gives to films like these. It takes away the gloss and adds the surreal and becomes a character in itself. The eyes through which we see. Looking forward to see it.,2
"Thanks for the spoilers, dont even have to go see the movie",0
"plot twist: shes actually not their parent, just a mentally unstable woman who kidnaped/brainwashed them into believing the world has ended. lolz",1
"ok now, this looks good :folded_hands::man_shrugging::tired_face::face_with_symbols_on_mouth::loudly_crying_face::face_with_peeking_eye::weary_face::face_screaming_in_fear::saluting_face::folded_hands::man_shrugging::tired_face::face_with_symbols_on_mouth::loudly_crying_face::face_with_peeking_eye::weary_face::face_screaming_in_fear::saluting_face:",2
"the best thing about this trailer is it not being directed by ridley Scott at this point. Let him have alien 1, which will always remain a masterpiece and not touch this IP ever again.",2
Coming for Shawshank Redemptions crown... there. I said it.,2
Life is just the time between one A24 movie and the next,2
I hope the show titled The Penguin actually tells about The Penguin instead those women whom I dont care about,0
"Im genuinely excited for this, the book is brilliant and I dont think the family wouldve sold the rights (finally) to make a show out of this if they werent confident NETDLIX could do justice to it.",2
"Glen in cowboy hut, truck, rain, sold it for me",1
"Netflix trailers are not trailers, they are music videos",1
Wow! I love the movies vibe and mood :red_heart:,2
I clicked this expecting disappointment but now Im hyped. Damn. August 9 seems so far away.,2
No neomorph? :face_with_open_mouth:,1
"Loved Gothika, glad shes back to horror/suspense. Also, I would die of starvation in my house if I lived in that world.",2
When will avatar s2 ands3 will come out,1
"Man this trailer got me emotional so I definitely cant wait to see this, Colman Domingo deserves all the praise thats going to come his way soon, he been on a hell of a run",2
This looks superb :OK_hand: Dan Stevens always delivers,2
Facehuggers are the most terrorizing creatures in cinematic history.,2
What a give away,2
Deadpools eyes are not cartoony like previous movies:face_with_raised_eyebrow:,1
"Oh this gone be good, and I bet its going to be a twist to it!",2
The Pengwing......,1
I came from 3C FILMS,1
"I swear I better see Ratchet, Arcee, and Grimlock!",2
Instructions unclear. Letting go.,1
"Looks good , pretty cool to see this classic iconic comic character get his own spotlight.",2
Tom Hardy is the best:smiling_face_with_sunglasses:,2
Cinema is as good as literature if it is profoundly conceived. Hope Hundred Years..does not suffer the fate of Love In The Time of Cholera.,2
Nope,0
I can see this guy being the next Kang the Conqueror now,1
 Is that  A BIG ANT-MAN CORPSE ??,1
Damn shorty stay losing kids every 5 movies :skull:,1
Just like I thought… another really long dodge ram commercial,0
Bad A$$ A Tron.,2
I know my son and my wife  want to see this one but me i still do not  know  if i want to  just let me think about  it,0
This film looks poo. Bunch of bikers thinking theyre bad. Yaaaawn.,0
I wonder if they are going to used a $16 belt from walmart  to save everyones life???,1
No. Degenerate violence. Theres nothing imaginative or original with violence. Its a tripe.,0
Im cautiously optimistic about this one.,2
Expectations died dead..:slightly_smiling_face::smiling_face_with_tear:,0
You G1 fans wanted a Transformers movie without humans?...well here you go then...wish granted LOL.,1
What kind of accent Halle is going with this? Sounds like a mix of Louisiana and Virginian.,1
RIPOFF TOKYO REVENGERS :grinning_squinting_face:,1
Blackfricans. Where are they? Or are these baby lions from the Pleistocene Era?,1
Moment I saw blum house I lost interest,0
Another Dodge Ram ad,1
We wanted The Batman 2 and they gave us this,0
Will wait to see. Too many scars. Mental and otherwise.,0
Tom Hardy is amazing for his role!,2
Thats fucked up!!!,1
"Very creative story, im down for it.",2
I watched 30 seconds of this trailer and I can already tell this movie is going to be amazing.,2
Looks like It Follows,1
Just casually crying over a movie trailer at 9:50 AM :loudly_crying_face::loudly_crying_face:,2
This trailer only actually has 700 views..The rest are me.,2
What a boring trailer,0
Starscream in the transformers one movie,1
 orion paxs: Wheres My Head,1
"...well I would have gone to see it, I was interested UNTIL YOU SHOWED THE TWIST",0
The shadow scene :fire:,2
"Bro. Idk if that was Bryan Cranston or what at the end. But either way, this doesnt look bad.",1
I will see this for Tom hardy alone. Dude is an attention grabber on screen. Love his accent here,2
Is this remix egzist???,1
wheres Sigourney Weaver?,1
Bancan chat?,1
Disney+Woke Hard pass,0
"Twist, the guy whos tied up is the real killer and the Dad is torturing him because his last victim was the dads wife and the daughters mom",1
Weve got Matthew McConaughey at Home!,2
"Either theres a second killer, the daughter is in on it, or the guy isnt actually the killer because theres no way with this being MNS that theres just no twist besides him being a murderer.",1
"seems to me like the only transformers fans are bots pretending to be girls to scam some losers and people actually reply to them. this comment section is the worst, just like trasnformers movies..",0
Tony wheres my robots jarvis wheres black widow I thought she was my assistant also wheres point break,1
"Vincents wife:  I am almost tempted to let you create Eric, to watch him drive you mad... but I think not...  I think our little game ends here.",0
What is the name of the trailer song? Stunning,2
Michael Bay is the best director of Transformers concept forever,1
Way to just destroy the canon of one of the greatest movies ever made. Helen Hunt & Bill Paxton forever.,0
The trailer is literally the whole movie,0
Looks awesome!! Sucks that Austin Butler is in it.,2
This giving freezer level chills. You can automatically feel the wave of coldness sweeping you over like a tidal wave.,2
Please be good.Please be good Please be good....It does look like it could be good though. :smiling_face_with_smiling_eyes:,2
"Thor, Jefferson Davis or Phastos and Natasha Romanoff from MCU to Transformers franchise",1
Isnt that Beneficial Cucumber?,1
this movie is a command c and command V from another country movie.exactly the same.,0
Everyone howling about how good A24 is probably didnt see A Ghost Story. What a self-indulgent pile of crap that was. Tusk was also an A24 movie.,0
Lets hope this is as good as Alien and Aliens :crossed_fingers:,2
"Weird how they took out all the singing animals for this one, but Im excited!",2
Hell yeah! This looks incredible! I have faith Fede will deliver,2
"if you put a laugh track over this and told me this was an snl sketch, I would have believed you.",0
This will be a must watch for me. I dont care what anybody says!,2
Hardys best role was Lawless or The drop im excited to see this top them im sure it will,2
this looks awful. just watch the original,0
"You cant find Eric with sheer luck Mr. Anderson, you need Sherlock!",1
 Joker impersonator?,1
 Why this man looks like Arjun Ram Pal.,1
"This looks like a wannabe HAPPY!, which I dont think it will ever come close to matching in entertainment value!!!  Bring HAPPY! back!!!",2
Iam glad halle berry is starring in horror movies again. She played great in gothic,2
This brings me back.  Its kinda like when I have friends over.,2
When will we be able to see it?,1
I swear i watched this movie but with different actors.,1
"IMO the Batman is the best thing to come out of that entire era. of DC pre-James Gunn takeover. That scene where penguin is tied up and trying to walk is SO FVCKING BRILLIANT!!!!!!!!! My dumb self was the only one who clapped in the FULL theatre when i caught that moment :loudly_crying_face::loudly_crying_face::loudly_crying_face: i was SOOOOOO IMPRESSED by that little attention to. detail...... Also, when penguins car tipped over and batman looked like a bat hanging upside down..... CHEFS KISS! Oh yeah and the movie was 10/10 :face_with_tears_of_joy:",2
"After watching the trailer, Josh Harnett is the butcher",1
"Disney, bro, make something original and animated.",0
Just in time for Jokers Movie.,1
A whole credit page for Blue Ivy Carter... what a joke. Nepotism at its finest!,0
"Ive always considered this book yo be impossible to film, like the Dune series. I am curious as to how they will manage it.",1
See the Penguin was called The Gentleman Criminal so I wonder if in a way this is incorporated on this story based on his monologue.,1
And then one of them got released and chopped a dudes head off.,0
"This is how empty and hollow the movie industry is. They literally cant create new, original movies.Always have to take the classics and re-make them into typically shitter versions. They cant even adapt a book or game, which has the literal blueprint for its success, onto the screen without f-ing it up.Starting looking over seas for actual bangers because American entertainment is dying.",0
I feel like the title is a pretty big spoiler,0
Hope its not missing the comic relief the original had.,1
"As soon as I saw Benedict Cumberbatch, & clicked.",2
Optimus: megaton is beyond reason he is of cybertron and hes my brotherElita 1: he killed 80 people in 2 daysOptimus: we met in an alley and we r made up brothers,1
THEY DID IT! THEY FILMED THE UNFILMABLE!!!!!,2
Cigarettes: The Movie :face_with_tears_of_joy:,1
This looks good reminds me of Helen Hunt and the Hawks owner when they did Twister back in the day...looks good though...On a side note: why is Hollywood recycling movies...?,2
I Gotta See This :face_with_open_mouth:,2
